id,task,response,guessing,guessing_text,strategy,strategy_text,rt
participant_12,west_north,south-east,no,,spatial,,31819
participant_12,east_north-west,south-west,no,,spatial,,51904
participant_12,south-west_south,north-east,no,,spatial,,43326
participant_12,north-west_north-west,south-east,no,,spatial,,47852
participant_12,south-east_south,north-west,no,,spatial,,45958
participant_12,north_south-east,south-west,no,,spatial,,46660
participant_12,south_west,north,no,,spatial,,35797
participant_12,north-east_south-east,south-west,no,,spatial,,38131
participant_12,north_north-west,south-west,no,,spatial,,34099
participant_12,south-east_north,south-west,no,,spatial,,39439
participant_12,north-west_south-east,south-west,no,,spatial,,45022
participant_12,south-east_west,north,no,,spatial,,37878
participant_12,north-west_south-west,north-east,no,,spatial,,40469
participant_12,south-west_west,north,no,,spatial,,33104
participant_12,north-east_south-west,nvc,no,,spatial,,50082
participant_12,east_south-east,north-west,no,,spatial,,40579
participant_12,north-east_north-west,south,no,,spatial,,80711
participant_12,north-west_north-east,south-west,no,,spatial,,25685
participant_12,east_south-west,north-east,no,,spatial,,42944
participant_12,south-west_east,north-east,no,,spatial,,43966
participant_12,south_north,nvc,no,,spatial,,26172
participant_12,south-west_north,south-west,no,,spatial,,36851
participant_12,south-east_east,north-west,no,,spatial,,26358
participant_12,south_south,north,no,,spatial,,38640
participant_12,west_east,east,no,,spatial,,25791
participant_12,west_south,north-east,no,,spatial,,40803
participant_12,north_south-west,north-west,no,,spatial,,68414
participant_12,north_north-east,south-west,no,,spatial,,41869
participant_12,north-east_north-east,south-west,no,,spatial,,22153
participant_13,south-east_west,south,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,124077
participant_13,east_south-west,south-east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,42746
participant_13,west_south,south-west,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,31173
participant_13,west_north,nvc,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,79059
participant_13,north_north-west,north-west,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,38989
participant_13,north_south-east,south-east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,45204
participant_13,south-west_north,north-west,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,39384
participant_13,north-west_south-east,nvc,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,6563
participant_13,north-west_north-west,south-west,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,44088
participant_13,north-east_north-west,nvc,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,10515
participant_13,east_north-west,south,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,30264
participant_13,south-west_south,south-west,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,55570
participant_13,east_north-east,south-east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,107762
participant_13,south_west,nvc,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,35207
participant_13,north-east_north-east,east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,57519
participant_13,south-east_east,nvc,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,6612
participant_13,north-west_south-west,south,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,32632
participant_13,south-east_north,south-east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,64899
participant_13,north_north-east,north-east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,15154
participant_13,south_south,north,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,147396
participant_13,south-west_west,north-west,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,19016
participant_13,north-east_south-east,nvc,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,71062
participant_13,south_east,south-east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,135881
participant_13,south_north,north,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,24035
participant_13,east_south-east,south-east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,26595
participant_13,south-east_south,north-east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,39374
participant_13,north-east_south-west,north,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,82232
participant_13,north-west_north-east,south,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,33261
participant_13,south-west_east,nvc,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,41900
participant_13,north_south-west,south-west,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,56407
participant_13,west_east,east,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,73789
participant_13,west_west,nvc,yes,"I was looking for logical explanations, but at times did not feel comfortable with my answers",spatial,,28885
participant_14,east_north-west,west,no,,spatial,,9267
participant_14,north-west_north-west,west,no,,spatial,,7871
participant_14,north_north-east,south-west,no,,spatial,,6564
participant_14,east_south-west,north-west,no,,spatial,,8789
participant_14,north-west_south-west,east,no,,spatial,,7394
participant_14,south_west,south-west,no,,spatial,,6758
participant_14,south-west_west,south-west,no,,spatial,,6063
participant_14,south-east_west,north-west,no,,spatial,,7942
participant_14,south-west_east,south-east,no,,spatial,,6225
participant_14,east_south-east,south-west,no,,spatial,,7874
participant_14,north-east_north-west,north-west,no,,spatial,,5654
participant_14,south-east_north,south-east,no,,spatial,,6083
participant_14,west_east,west,no,,spatial,,8418
participant_14,south-west_north,south-east,no,,spatial,,9893
participant_14,south_north,north-west,no,,spatial,,10020
participant_14,west_south,south-west,no,,spatial,,4799
participant_14,west_north,north,no,,spatial,,10507
participant_14,south_east,south-west,no,,spatial,,17680
participant_14,north_south-west,north-west,no,,spatial,,11591
participant_14,north-east_south-east,north,no,,spatial,,10790
participant_14,north_south-east,south,no,,spatial,,9993
participant_14,south-east_south,west,no,,spatial,,9804
participant_14,north-west_north-east,north-west,no,,spatial,,8405
participant_14,west_west,east,no,,spatial,,10014
participant_14,north-east_north-east,south-east,no,,spatial,,8839
participant_14,east_north-east,north,no,,spatial,,10172
participant_14,south-east_east,west,no,,spatial,,10423
participant_14,north-west_south-east,south,no,,spatial,,9503
participant_14,south_south,east,no,,spatial,,10890
participant_14,north-east_south-west,south-west,no,,spatial,,9376
participant_14,north_north-west,east,no,,spatial,,7844
participant_14,south-west_south,south-east,no,,spatial,,9843
participant_15,west_east,west,no,,spatial,,8418
participant_15,east_north-west,west,no,,spatial,,9267
participant_15,north-west_north-west,west,no,,spatial,,7871
participant_15,north_north-east,south-west,no,,spatial,,6564
participant_15,east_south-west,north-west,no,,spatial,,8789
participant_15,north-west_south-west,east,no,,spatial,,7394
participant_15,south_west,south-west,no,,spatial,,6758
participant_15,south-west_east,south-east,no,,spatial,,6225
participant_15,south-east_west,north-west,no,,spatial,,7942
participant_15,south-west_west,south-west,no,,spatial,,6063
participant_15,east_south-east,south-west,no,,spatial,,7874
participant_15,north-east_north-west,north-west,no,,spatial,,5654
participant_15,south-east_north,south-east,no,,spatial,,6083
participant_15,south_north,north-west,no,,spatial,,10020
participant_15,south-west_north,south-east,no,,spatial,,9893
participant_15,west_south,south-west,no,,spatial,,4799
participant_15,north-east_north-east,south-east,no,,spatial,,8839
participant_15,north_north-west,east,no,,spatial,,7844
participant_15,west_north,north,no,,spatial,,10507
participant_15,south_east,south-west,no,,spatial,,17680
participant_15,north_south-west,north-west,no,,spatial,,11591
participant_15,north-east_south-east,north,no,,spatial,,10790
participant_15,south-east_south,west,no,,spatial,,9804
participant_15,north-west_north-east,north-west,no,,spatial,,8405
participant_15,north_south-east,south,no,,spatial,,9993
participant_15,south-west_south,south-east,no,,spatial,,9843
participant_15,east_north-east,north,no,,spatial,,10172
participant_15,south-east_east,west,no,,spatial,,10423
participant_15,north-west_south-east,south,no,,spatial,,9503
participant_15,south_south,east,no,,spatial,,10890
participant_15,north-east_south-west,south-west,no,,spatial,,9376
participant_15,west_west,east,no,,spatial,,10014
